name,sfr_h18,tf_type,nndist_proj,nndist_kd,tf_confidence,modelu_rcorr,econame,mu_delta,grpn,fc,logmh,grpnassoc,grp,grpradeg,grpdedeg,logmhdyn,grpsig,grprproj,logmhdynstack,logmh_e17,logmhdynh_e17,grp_e17,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,ef21corr_rand,f21corr,f21,limflagmhi,confused,deconf_mode,ef21corr_sys,hitelescope,rms_hi,e_f21,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b
rs0472,0.11108243,0,0.50173998,2.89877076809,0,0.922863,ECO00299,8.24316,1.0,1,10.9289,1.0,843.0,171.742,2.3331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.16,0.03,0.01,0.37,0.06,15.66,0.11,-99.0,18.89,0.04,2.3330018,0.05,0.31,0.5,0.14,171.742,0.08,-99.0,15.55,3.23,17.52,16.53,17.25,0.25,1.25,0.11,-99.0,17.15,0.54,0.25,10.37,-99.0,0.05,2.11,2.83,1.11,1.01,8.27,-99.0,6183.48,0.26,0.05,-17.56,1.97,17.04,0.26,0.03,0.08,6196.4,0.24,0.31,0.03,16.04,18.39,1,0.0,0.0,0.73,0,0,0,0.0,ALFALFA,2.76,0.07,11.45,0,0.0,11.01,26318,1.85,11.45,0,0.0,1,0,0.0,0.0,0
rs0473,0.14567403,0,0.22033,0.209830518225,0,1.02989,ECO10190,7.43714,2.0,1,11.1289,2.0,1050.0,171.952,3.65154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.13,0.03,0.01,0.49,0.07,15.34,0.13,14.32,18.77,0.05,3.5899778,0.06,0.46,0.52,0.18,171.91763,0.09,0.9,15.32,11.49,17.07,16.59,16.76,0.2,1.16,-0.04,-99.0,16.41,0.45,0.32,46.48,-99.0,0.21,2.09,2.81,1.13,1.05,8.43,-99.0,6553.16,0.32,0.16,-18.15,1.88,16.75,0.32,0.04,0.12,6426.8,0.07,0.56,0.09,15.39,18.16,1,0.0,0.0,1.19,0,0,0,0.0,ALFALFA,2.51,0.08,11.27,0,0.0,11.16,25141,3.6,11.27,0,0.0,1,0,0.0,0.0,0
rs0474,0.10192402,1,0.23123001,0.209830518225,2,0.997051,ECO00507,7.699,2.0,0,11.1289,2.0,1050.0,171.952,3.65154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.24,0.03,0.01,-99.0,0.07,-99.0,0.12,-99.0,19.22,0.05,3.7107043,0.13,-99.0,-99.0,0.17,171.98462,0.09,-99.0,-99.0,8.32,17.55,-99.0,17.16,0.39,1.53,0.06,-99.0,16.99,0.9,0.3,29.39,-99.0,0.11,2.5,3.33,1.36,1.2,8.55,-99.0,6553.16,0.31,0.14,-17.85,2.36,16.88,0.31,0.04,0.22,6744.5,0.13,-99.0,0.12,-99.0,18.42,1,0.0,0.0,0.5,0,0,0,0.0,ALFALFA,2.66,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0475,0.02245812,NaN,0.53711998,1.53794715002,NaN,1.24902,ECO13659,7.60795,1.0,1,10.6921,1.0,9513.0,171.987,1.2995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.33,0.03,0.01,0.32,0.06,15.42,0.11,-99.0,19.97,0.04,1.2995426,0.17,0.39,-99.0,0.15,171.98724,0.08,-99.0,15.46,7.18,17.72,-99.0,17.33,0.51,1.62,0.0,-99.0,17.06,0.55,0.27,17.46,-99.0,0.05,2.77,3.57,1.65,1.47,8.29,-99.0,4534.7,0.28,0.07,-16.81,2.43,16.33,0.28,0.04,0.43,4534.7,0.08,0.35,0.05,15.72,18.52,0,0.0,0.0,0.6,0,0,0,0.0,ALFALFA,2.72,0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0476,0.23704606,0,0.38992,0.753506360971,0,1.23411,ECO07463,7.88941,1.0,1,11.2509,1.0,6028.0,172.06,2.3998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.35,0.03,0.01,-99.0,0.07,13.92,0.13,13.57,18.33,0.05,2.4002304,0.15,0.19,0.21,0.17,172.05979,0.09,0.36,14.35,9.38,16.29,15.06,15.86,0.54,1.66,-0.13,13.83,15.64,0.56,0.3,19.21,0.24,0.04,2.72,3.49,1.59,1.41,9.31,-99.0,6707.46,0.31,0.02,-19.13,2.44,15.34,0.31,0.04,0.11,6695.3,0.04,0.14,0.02,-99.0,17.34,1,0.0,0.0,1.3,0,0,0,0.0,ALFALFA,2.47,0.09,11.72,1,11.53,11.28,23931,1.1,11.72,0,3.55,1,13664,11.25,11.53,0
rs0477,0.13730018,1,0.0,0.0345463658226,3,0.986736,ECO07489,7.73593,2.0,0,12.0559,2.0,6047.0,172.07,2.64405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.21,0.03,0.01,0.24,0.08,14.82,0.14,-99.0,18.92,0.05,2.633686,1.73,0.29,0.36,0.19,172.06675,0.1,-99.0,15.66,5.12,17.27,16.16,16.97,0.33,1.42,0.14,-99.0,16.83,0.48,0.33,11.09,-99.0,0.08,2.35,3.14,1.26,1.13,8.57,-99.0,6686.45,0.34,0.34,-18.03,2.21,16.47,0.34,0.04,0.28,6686.2,0.05,0.15,0.03,15.17,18.32,1,0.07,3.21,6.13,0,1,1,3.1,ALFALFA,2.42,0.11,11.85,0,0.0,12.2,26126,0.0,11.85,0,0.0,1,0,0.0,0.0,0
rs0478,2.98880672,1,-999.0,0.0345463658226,2,0.883667,ECO12636,8.35262,2.0,1,12.0559,2.0,6047.0,172.07,2.64405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.25,0.03,0.01,0.07,0.08,11.4,0.14,11.19,15.71,0.05,2.6540485,0.02,0.11,-99.0,0.19,172.07342,0.1,0.19,12.16,11.89,14.01,-99.0,13.67,0.41,1.61,-0.16,11.58,13.51,0.39,0.34,25.5,0.08,0.02,2.5,3.36,1.31,1.14,9.93,-99.0,6686.45,0.35,0.02,-21.33,2.47,13.34,0.35,0.04,0.03,6685.3,0.02,0.03,0.02,11.61,14.9,1,0.11,6.16,6.13,0,1,1,3.32,ALFALFA,2.42,0.11,11.85,1,11.46,12.2,26126,0.0,11.85,0,4.18,1,15831,11.57,11.46,0
rs0479,0.03981535,NaN,0.34229001,0.599581202725,NaN,1.00179,ECO13660,6.8836,1.0,1,10.5523,1.0,9514.0,172.114,1.0828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.12,0.03,0.01,1.51,0.07,17.27,0.13,-99.0,19.97,0.05,1.0825661,0.05,1.44,0.83,0.18,172.11397,0.1,-99.0,-99.0,6.57,18.32,17.29,18.14,0.19,1.14,0.1,-99.0,18.05,0.43,0.32,14.07,-99.0,0.06,2.04,2.75,1.09,1.02,7.81,-99.0,5715.1,0.33,0.06,-16.51,1.85,18.0,0.33,0.04,0.14,5715.1,0.07,-99.0,0.04,15.93,19.08,0,0.0,0.0,0.44,0,0,0,0.0,ALFALFA,2.67,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0480,0.06555375,0,0.21620999,0.929233352777,0,0.914808,ECO07308,8.00476,1.0,1,10.9319,1.0,5926.0,172.129,0.7826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.37,0.03,0.01,-99.0,0.07,-99.0,0.12,-99.0,19.33,0.05,0.78263236,0.05,-99.0,1.27,0.17,172.12873,0.09,-99.0,15.4,4.39,17.61,15.82,17.16,0.59,1.87,-0.06,-99.0,16.92,0.52,0.29,9.43,-99.0,0.03,2.85,3.75,1.57,1.35,8.59,-99.0,5809.23,0.3,0.12,-17.53,2.77,16.78,0.3,0.04,0.16,5809.0,0.16,0.17,0.03,-99.0,18.68,1,0.0,0.0,0.96,0,0,0,0.0,ALFALFA,2.92,0.09,11.85,0,0.0,11.08,23872,2.66,11.82,0,0.0,1,0,0.0,0.0,0
rs0481,0.05679464,NaN,0.7331,3.21231427937,NaN,1.11892,ECO02103,8.01769,1.0,1,10.9069,1.0,2449.0,172.17,4.7718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.28,0.03,0.01,-99.0,0.07,-99.0,0.12,-99.0,19.66,0.05,4.7718087,0.1,-99.0,-99.0,0.16,172.17027,0.09,-99.0,-99.0,5.8,17.64,-99.0,17.33,0.45,1.61,-0.06,-99.0,17.0,0.84,0.29,20.04,-99.0,0.13,2.68,3.52,1.52,1.35,8.49,-99.0,6140.72,0.3,0.17,-17.47,2.45,16.93,0.3,0.04,0.14,6135.3,0.21,-99.0,0.04,-99.0,18.61,1,0.0,0.0,0.18,0,0,0,0.0,GBT,0.68,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0482,0.04555465,0,1.18400002,0.79149175118,0,1.14328,ECO00440,7.22591,1.0,1,10.9319,1.0,984.0,172.193,1.6178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.35,0.02,0.01,0.65,0.06,15.79,0.1,-99.0,20.03,0.04,1.6179428,1.39,0.44,1.28,0.14,172.19314,0.08,-99.0,15.8,7.6,18.02,16.7,17.6,0.55,1.74,-0.05,14.98,17.39,0.44,0.25,14.19,0.43,0.03,2.82,3.66,1.63,1.43,8.57,-99.0,6693.61,0.26,0.04,-17.38,2.58,16.94,0.26,0.03,0.24,6699.4,0.06,0.13,0.04,15.83,19.28,1,0.0,0.0,0.33,0,0,0,0.0,AO,0.67,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0483,0.01568022,NaN,0.66145998,3.35004614833,NaN,0.669105,ECO13661,8.31244,1.0,1,9.88067,1.0,9515.0,172.206,1.8238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.32,0.02,0.01,-99.0,0.06,-99.0,0.1,-99.0,20.73,0.04,1.8237966,0.86,-99.0,-99.0,0.14,172.20651,0.07,-99.0,-99.0,1.48,18.98,-99.0,18.59,0.54,1.89,0.12,-99.0,18.39,0.83,0.25,3.25,-99.0,0.05,2.72,3.69,1.38,1.15,7.75,-99.0,4669.3,0.25,0.12,-15.61,2.85,18.19,0.25,0.03,0.05,4669.3,0.26,-99.0,0.03,-99.0,19.82,0,0.0,0.0,0.22,1,0,0,0.0,ALFALFA,2.84,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0484,0.0525257,NaN,0.21686999,0.472336922979,NaN,0.90519,ECO13487,7.71256,1.0,1,10.7859,1.0,9516.0,172.242,0.8791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.28,0.03,0.01,-99.0,0.06,-99.0,0.11,-99.0,19.75,0.04,0.87898024,0.11,-99.0,0.99,0.15,172.24203,0.08,-99.0,-99.0,4.34,17.98,16.68,17.63,0.46,1.7,-0.04,-99.0,17.43,0.69,0.27,9.36,-99.0,0.03,2.63,3.52,1.39,1.21,8.29,-99.0,5826.6,0.28,0.03,-17.05,2.59,17.21,0.28,0.04,0.05,5826.6,0.07,-99.0,0.03,-99.0,18.82,0,0.0,0.0,0.3,1,0,0,0.0,ALFALFA,2.92,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0485,0.09324469,NaN,0.48216999,2.4531302943,NaN,0.83255,ECO00486,8.47331,1.0,1,10.9079,1.0,1028.0,172.25,3.8539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.24,0.03,0.01,0.57,0.06,15.43,0.11,-99.0,19.49,0.04,3.854012,0.03,0.2,-99.0,0.14,172.24999,0.08,-99.0,-99.0,1.82,17.83,-99.0,17.5,0.38,1.5,0.02,14.97,17.34,0.82,0.25,4.04,0.22,0.02,2.34,3.14,1.23,1.08,8.35,-99.0,6417.24,0.26,0.02,-17.39,2.3,17.24,0.26,0.03,0.04,6420.6,1.65,-99.0,0.04,15.56,18.74,1,0.0,0.0,0.74,0,0,0,0.0,ALFALFA,2.69,0.1,11.32,0,0.0,11.03,26326,2.73,11.32,0,0.0,1,0,0.0,0.0,0
rs0486,0.08414613,NaN,0.93270999,1.56359484915,NaN,0.859106,ECO01309,6.98403,1.0,1,10.8396,1.0,9517.0,172.331,3.0895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.19,0.03,0.01,1.11,0.06,15.62,0.11,-99.0,18.86,0.04,3.0894451,0.12,1.01,0.45,0.15,172.33146,0.08,-99.0,-99.0,10.14,17.4,16.61,17.14,0.32,1.4,-0.14,14.96,16.95,0.7,0.27,20.62,1.13,0.07,2.24,3.02,1.16,1.04,8.23,-99.0,5021.6,0.28,0.07,-17.22,2.17,16.71,0.28,0.04,0.07,5021.6,0.06,-99.0,0.04,15.36,18.16,0,0.0,0.0,0.69,0,0,0,0.0,ALFALFA,2.6,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0487,0.05480927,0,0.92398,3.35004614833,0,1.03528,ECO13302,7.36737,1.0,1,10.8413,1.0,9518.0,172.369,0.1136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.24,0.02,0.01,1.03,0.04,13.24,0.07,-99.0,0.18,0.03,0.11305291,0.11,2.22,0.81,0.1,172.36913,0.05,-99.0,15.88,10.09,17.19,16.0,16.92,0.39,1.48,-0.12,-99.0,16.77,0.64,0.18,25.86,-99.0,0.09,2.54,3.35,1.45,1.31,8.31,-99.0,4603.8,0.18,0.08,-17.22,2.29,16.51,0.18,0.02,0.21,4603.8,-99.0,0.69,0.03,15.35,17.97,0,0.0,0.0,2.01,0,0,0,0.0,ALFALFA,2.85,0.08,10.57,0,0.0,11.11,20267,24.57,10.3,0,0.0,1,0,0.0,0.0,1
rs0488,0.03122008,NaN,0.14907999,0.147177309921,NaN,0.786983,ECO13662,7.66272,1.0,0,11.0189,2.0,5953.0,172.45,1.1378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.19,0.02,0.01,0.8,0.06,16.5,0.1,-99.0,19.76,0.04,1.0347123,0.13,0.52,0.75,0.14,172.3821,0.07,-99.0,-99.0,3.29,18.46,16.96,18.2,0.32,1.39,0.04,-99.0,18.1,0.63,0.25,7.74,-99.0,0.03,2.19,2.97,1.12,1.0,7.75,-99.0,4904.0,0.26,0.04,-16.07,2.17,17.86,0.26,0.03,0.13,4816.5,0.07,-99.0,0.03,16.46,19.32,0,0.0,0.0,0.56,0,0,0,0.0,ALFALFA,2.97,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0489,0.03686083,NaN,0.79067999,1.24731849619,NaN,1.04153,ECO13663,7.56834,1.0,1,10.6665,1.0,9519.0,172.394,4.3474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.21,0.03,0.01,3.52,0.07,-99.0,0.12,-99.0,20.3,0.05,4.3475077,0.11,-99.0,0.45,0.16,172.39344,0.09,-99.0,-99.0,3.98,18.58,17.87,18.22,0.34,1.4,0.06,-99.0,18.09,0.75,0.29,9.83,-99.0,0.03,2.38,3.17,1.32,1.19,8.05,-99.0,6617.2,0.3,0.08,-16.75,2.18,17.22,0.3,0.04,0.16,6617.2,0.09,-99.0,0.11,16.89,19.34,0,0.0,0.0,0.14,0,0,0,0.0,AO,0.38,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0490,0.04674751,NaN,0.35349,0.472336922979,NaN,1.08322,ECO12775,7.88207,1.0,1,10.856,1.0,9520.0,172.395,1.0681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.35,0.03,0.01,0.49,0.06,15.26,0.11,-99.0,19.53,0.04,1.0679834,0.09,0.31,0.84,0.14,172.39446,0.08,-99.0,15.18,8.84,17.7,16.62,17.41,0.56,1.78,0.04,14.91,17.34,0.55,0.26,36.36,0.22,0.19,2.87,3.73,1.65,1.44,8.55,-99.0,5830.6,0.26,0.14,-17.27,2.64,16.65,0.26,0.03,0.46,5830.6,0.21,0.47,0.1,14.07,19.03,0,0.0,0.0,0.33,1,0,0,0.0,ALFALFA,2.96,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0491,0.03485764,0,0.99523997,1.61262057858,0,2.08912,ECO07539,9.04051,1.0,1,11.3779,1.0,6088.0,172.406,3.1562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.8,0.02,0.01,0.03,0.05,12.09,0.1,12.24,20.4,0.04,3.1562443,0.02,0.08,0.04,0.14,172.40547,0.07,0.14,13.2,7.1,16.18,13.75,15.33,1.2,2.83,-0.14,12.4,14.87,0.27,0.24,16.06,0.03,0.02,4.48,5.48,2.85,2.45,10.11,-99.0,6631.68,0.25,0.04,-19.63,3.83,14.52,0.25,0.03,0.04,6636.0,0.16,0.05,0.02,12.45,17.89,1,0.0,0.0,0.67,0,0,0,0.0,GBT,0.95,0.06,12.12,1,12.06,11.57,23972,2.26,12.12,0,2.14,1,13703,11.67,12.06,0
rs0492,0.13171412,NaN,0.15177999,0.147177309921,NaN,0.99222,ECO07345,7.50782,1.0,1,11.0189,2.0,5953.0,172.45,1.1378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.25,0.03,0.01,0.2,0.06,14.12,0.11,14.16,18.31,0.04,1.1379454,0.11,0.15,0.21,0.15,172.4499,0.08,0.32,15.19,8.93,16.58,15.39,16.26,0.4,1.51,-0.07,14.49,16.07,0.55,0.26,17.71,0.29,0.02,2.46,3.26,1.35,1.2,8.65,-99.0,4904.0,0.27,0.03,-18.05,2.31,15.92,0.27,0.03,0.05,4904.0,0.04,0.23,0.02,14.16,17.47,1,0.0,0.0,1.14,0,0,0,0.0,ALFALFA,3.03,0.08,10.82,0,0.0,11.04,26331,28.25,10.79,0,0.0,1,0,0.0,0.0,1
rs0493,0.06580456,NaN,0.97419,1.13770541756,NaN,1.02495,ECO10327,8.69564,1.0,1,10.9369,1.0,7923.0,172.552,3.801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.38,0.02,0.01,0.15,0.05,14.61,0.1,-99.0,19.33,0.04,3.801093,0.05,0.22,0.2,0.13,172.55178,0.07,-99.0,15.44,2.67,17.32,15.78,16.86,0.59,1.78,-0.04,14.95,16.63,0.95,0.24,6.29,0.16,0.04,2.78,3.6,1.59,1.38,8.67,-99.0,5245.84,0.25,0.02,-17.58,2.6,16.42,0.25,0.03,0.04,5244.9,0.19,0.18,0.03,14.84,18.28,1,0.0,0.0,0.8,0,0,0,0.0,ALFALFA,2.89,0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0494,0.41331497,NaN,0.61278999,0.610063495774,NaN,1.21487,ECO02310,9.002,1.0,1,11.4489,1.0,2618.0,172.657,3.7564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.44,0.02,0.01,0.16,0.05,12.58,0.09,12.74,17.61,0.03,3.7566596,0.04,0.17,0.06,0.12,172.65664,0.06,0.08,13.42,5.7,15.51,13.93,15.01,0.67,1.87,-0.22,12.74,14.74,0.73,0.21,14.97,0.13,0.02,2.95,3.76,1.75,1.52,9.73,-99.0,6519.37,0.22,0.03,-19.9,2.68,14.56,0.22,0.03,0.03,6514.0,0.03,0.1,0.03,12.93,16.63,1,0.0,0.0,1.07,0,0,0,0.0,ALFALFA,2.49,0.09,11.97,1,11.52,11.38,20637,1.37,11.97,0,1.29,1,10536,11.44,11.52,0
rs0495,0.11115196,NaN,0.97290999,1.13770541756,NaN,0.726475,ECO07634,7.85067,1.0,1,10.9699,1.0,6156.0,172.722,4.5338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.28,0.03,0.01,-99.0,0.07,-99.0,0.12,-99.0,18.68,0.05,4.5337501,0.07,-99.0,0.42,0.16,172.72255,0.09,-99.0,15.35,5.41,17.11,15.82,16.76,0.46,1.65,-0.09,-99.0,16.58,0.84,0.29,11.78,-99.0,0.03,2.5,3.35,1.32,1.14,8.51,-99.0,5231.47,0.3,0.02,-17.68,2.5,16.41,0.3,0.04,0.04,5189.3,0.05,0.21,0.02,-99.0,18.0,1,0.0,0.0,0.88,0,0,0,0.0,ALFALFA,2.2,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0496,0.20740026,0,0.85055,0.996121983528,0,1.2179,ECO05665,8.27968,1.0,1,11.2359,1.0,4898.0,172.736,2.2871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.42,0.03,0.01,0.08,0.06,12.88,0.11,12.99,17.82,0.04,2.2871669,0.03,0.2,0.11,0.15,172.73634,0.08,0.15,13.78,9.32,15.77,14.18,15.28,0.65,1.82,-0.13,13.23,15.04,0.42,0.27,19.98,0.09,0.02,2.88,3.68,1.71,1.49,9.39,-99.0,4982.42,0.27,0.02,-19.06,2.62,14.83,0.27,0.03,0.05,4984.2,0.06,0.1,0.02,13.37,16.85,1,0.0,0.0,2.37,0,0,0,0.0,ALFALFA,2.04,0.07,10.83,1,10.36,11.28,22965,25.99,10.83,1,27.96,1,12762,11.24,10.36,1
rs0497,0.06642288,NaN,0.52091998,0.531271247947,NaN,0.984741,ECO01311,7.92707,2.0,0,12.9359,4.0,2693.0,173.073,0.811715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.21,0.02,0.01,0.33,0.06,15.15,0.1,-99.0,19.35,0.04,0.49454747,0.06,0.48,-99.0,0.14,172.86785,0.07,-99.0,-99.0,3.53,17.71,-99.0,17.42,0.35,1.44,0.16,-99.0,17.21,0.59,0.24,7.95,-99.0,0.06,2.37,3.16,1.28,1.14,8.27,-99.0,5762.15,0.25,0.23,-17.22,2.23,17.15,0.25,0.03,0.06,5755.3,0.08,-99.0,0.05,15.76,18.66,0,0.0,0.0,0.25,0,0,0,0.0,GBT,0.81,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0498,0.34862766,NaN,0.20370001,0.187334716329,NaN,1.98649,ECO02388,9.56942,1.0,1,12.3679,2.0,2675.0,172.922,3.4881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.69,0.02,0.01,0.07,0.04,10.33,0.08,10.39,17.77,0.03,3.4880615,0.08,0.07,0.06,0.11,172.92129,0.06,0.06,11.33,13.33,13.73,11.73,12.97,1.01,2.31,-0.08,10.59,12.57,0.86,0.19,42.7,0.06,0.02,3.78,4.67,2.48,2.16,10.87,-99.0,6483.47,0.19,0.02,-21.92,3.2,12.28,0.19,0.02,0.18,6482.4,0.04,0.06,0.02,10.59,15.35,1,0.0,0.0,1.12,0,0,0,0.0,ALFALFA,3.2,0.13,11.83,1,11.58,12.41,20683,0.0,11.83,0,0.0,1,10577,12.48,11.58,0
rs0499,0.03500123,NaN,2.58999991,1.97996561211,NaN,1.02064,ECO13664,7.97251,1.0,1,10.5465,1.0,9521.0,172.956,0.3309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.17,0.02,0.01,0.6,0.05,16.58,0.1,-99.0,20.69,0.04,0.33095334,0.14,0.44,0.94,0.13,172.95623,0.07,-99.0,-99.0,1.7,18.77,17.65,18.55,0.28,1.32,0.04,-99.0,18.39,0.82,0.23,3.53,-99.0,0.03,2.26,3.04,1.22,1.11,7.93,-99.0,6942.8,0.24,0.06,-16.5,2.1,18.32,0.24,0.03,0.05,6942.8,0.19,-99.0,0.03,16.54,19.62,0,0.0,0.0,0.27,1,0,0,0.0,ALFALFA,3.11,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0500,0.01472771,NaN,0.26605001,0.276008939042,NaN,1.40371,ECO13665,8.53757,2.0,0,12.9359,4.0,2693.0,173.073,0.811715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.49,0.02,0.01,0.5,0.05,15.78,0.1,-99.0,20.83,0.04,0.99242971,0.05,0.29,0.53,0.13,172.98077,0.07,-99.0,-99.0,2.75,18.49,16.93,17.92,0.74,1.95,0.02,-99.0,17.65,0.69,0.23,7.03,-99.0,0.03,3.13,3.94,1.93,1.68,8.53,-99.0,5762.15,0.24,0.05,-16.69,2.76,17.44,0.24,0.03,0.15,5656.5,0.21,-99.0,0.03,15.89,19.47,0,0.0,0.0,0.3,1,0,0,0.0,ALFALFA,3.02,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0501,0.04565309,NaN,0.20283,0.187334716329,NaN,1.02826,ECO13491,8.64577,1.0,0,12.3679,2.0,2675.0,172.922,3.4881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.36,0.02,0.01,-99.0,0.05,15.66,0.08,-99.0,19.93,0.03,3.5623924,0.06,0.43,0.5,0.11,173.02419,0.06,-99.0,-99.0,1.92,18.15,16.42,17.73,0.57,1.77,0.08,-99.0,17.47,0.77,0.2,4.75,-99.0,0.03,2.77,3.61,1.57,1.36,8.47,-99.0,6483.47,0.21,0.09,-17.16,2.6,17.37,0.21,0.03,0.1,6454.9,0.14,-99.0,0.03,-99.0,19.17,0,0.0,0.0,0.25,1,0,0,0.0,ALFALFA,2.54,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0502,0.14940615,0,0.25408,0.599581202725,0,1.25895,ECO11691,7.79371,1.0,1,11.4019,1.0,8777.0,173.043,1.2073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.59,0.02,0.01,-99.0,0.06,11.76,0.1,11.49,18.48,0.04,1.2073927,0.02,0.03,0.03,0.14,173.04327,0.08,0.13,12.7,21.31,15.56,13.49,14.9,0.94,2.55,-0.07,11.97,14.52,0.13,0.25,41.93,0.06,0.02,3.9,5.01,2.29,1.94,9.83,-99.0,5696.45,0.26,0.02,-19.73,3.66,14.2,0.26,0.03,0.04,5696.5,0.05,0.1,0.02,-99.0,16.92,1,0.0,0.0,2.59,0,0,0,0.0,ALFALFA,2.85,0.14,12.22,1,11.55,11.54,25634,1.1,12.22,0,1.16,1,15340,11.54,11.55,0
